type,obf_class,obf_name,searge_name,mcp_name,side,desc
class,,bgf$a,net/minecraft/client/renderer/BlockModelRenderer$EnumNeighborInfo,net/minecraft/client/renderer/BlockModelRenderer$EnumNeighborInfo,,
class,,bgf$b,net/minecraft/client/renderer/BlockModelRenderer$AmbientOcclusionFace,net/minecraft/client/renderer/BlockModelRenderer$AmbientOcclusionFace,,
class,,bgf$c,net/minecraft/client/renderer/BlockModelRenderer$VertexTranslations,net/minecraft/client/renderer/BlockModelRenderer$VertexTranslations,,
class,,bgf$d,net/minecraft/client/renderer/BlockModelRenderer$Orientation,net/minecraft/client/renderer/BlockModelRenderer$Orientation,,
class,,bgg,net/minecraft/client/renderer/block/model/BakedQuad,net/minecraft/client/renderer/block/model/BakedQuad,,
class,,bgh,net/minecraft/client/renderer/block/model/BlockPart,net/minecraft/client/renderer/block/model/BlockPart,,
class,,bgh$1,net/minecraft/client/renderer/block/model/BlockPart$1,net/minecraft/client/renderer/block/model/BlockPart$1,,
class,,bgh$a,net/minecraft/client/renderer/block/model/BlockPart$Deserializer,net/minecraft/client/renderer/block/model/BlockPart$Deserializer,,
class,,bgi,net/minecraft/client/renderer/block/model/BlockPartFace,net/minecraft/client/renderer/block/model/BlockPartFace,,
class,,bgi$a,net/minecraft/client/renderer/block/model/BlockPartFace$Deserializer,net/minecraft/client/renderer/block/model/BlockPartFace$Deserializer,,
class,,bgj,net/minecraft/client/renderer/block/model/BlockPartRotation,net/minecraft/client/renderer/block/model/BlockPartRotation,,
class,,bgk,net/minecraft/client/renderer/block/model/BlockFaceUV,net/minecraft/client/renderer/block/model/BlockFaceUV,,
class,,bgk$a,net/minecraft/client/renderer/block/model/BlockFaceUV$Deserializer,net/minecraft/client/renderer/block/model/BlockFaceUV$Deserializer,,
class,,bgl,net/minecraft/client/renderer/block/model/ModelBlock,net/minecraft/client/renderer/block/model/ModelBlock,,
class,,bgl$1,net/minecraft/client/renderer/block/model/ModelBlock$1,net/minecraft/client/renderer/block/model/ModelBlock$1,,
class,,bgl$a,net/minecraft/client/renderer/block/model/ModelBlock$Bookkeep,net/minecraft/client/renderer/block/model/ModelBlock$Bookkeep,,
class,,bgl$b,net/minecraft/client/renderer/block/model/ModelBlock$Deserializer,net/minecraft/client/renderer/block/model/ModelBlock$Deserializer,,
class,,bgl$c,net/minecraft/client/renderer/block/model/ModelBlock$LoopException,net/minecraft/client/renderer/block/model/ModelBlock$LoopException,,
class,,bgm,net/minecraft/client/renderer/block/model/ModelBlockDefinition,net/minecraft/client/renderer/block/model/ModelBlockDefinition,,
class,,bgm$a,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Deserializer,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Deserializer,,
class,,bgm$b,net/minecraft/client/renderer/block/model/ModelBlockDefinition$MissingVariantException,net/minecraft/client/renderer/block/model/ModelBlockDefinition$MissingVariantException,,
class,,bgm$c,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variant,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variant,,
class,,bgm$c$a,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variant$Deserializer,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variant$Deserializer,,
class,,bgm$d,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variants,net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variants,,
class,,bgn,net/minecraft/client/renderer/block/model/BreakingFour,net/minecraft/client/renderer/block/model/BreakingFour,,
class,,bgn$1,net/minecraft/client/renderer/block/model/BreakingFour$1,net/minecraft/client/renderer/block/model/BreakingFour$1,,
class,,bgo,net/minecraft/client/renderer/block/model/FaceBakery,net/minecraft/client/renderer/block/model/FaceBakery,,
class,,bgo$1,net/minecraft/client/renderer/block/model/FaceBakery$1,net/minecraft/client/renderer/block/model/FaceBakery$1,,
class,,bgp,net/minecraft/client/renderer/block/model/ItemModelGenerator,net/minecraft/client/renderer/block/model/ItemModelGenerator,,
class,,bgp$1,net/minecraft/client/renderer/block/model/ItemModelGenerator$1,net/minecraft/client/renderer/block/model/ItemModelGenerator$1,,
class,,bgp$a,net/minecraft/client/renderer/block/model/ItemModelGenerator$Span,net/minecraft/client/renderer/block/model/ItemModelGenerator$Span,,
class,,bgp$b,net/minecraft/client/renderer/block/model/ItemModelGenerator$SpanFacing,net/minecraft/client/renderer/block/model/ItemModelGenerator$SpanFacing,,
class,,bgq,net/minecraft/client/renderer/block/model/ItemTransformVec3f,net/minecraft/client/renderer/block/model/ItemTransformVec3f,,
class,,bgq$a,net/minecraft/client/renderer/block/model/ItemTransformVec3f$Deserializer,net/minecraft/client/renderer/block/model/ItemTransformVec3f$Deserializer,,
class,,bgr,net/minecraft/client/renderer/block/model/ItemCameraTransforms,net/minecraft/client/renderer/block/model/ItemCameraTransforms,,
class,,bgr$1,net/minecraft/client/renderer/block/model/ItemCameraTransforms$1,net/minecraft/client/renderer/block/model/ItemCameraTransforms$1,,
class,,bgr$a,net/minecraft/client/renderer/block/model/ItemCameraTransforms$Deserializer,net/minecraft/client/renderer/block/model/ItemCameraTransforms$Deserializer,,
class,,bgr$b,net/minecraft/client/renderer/block/model/ItemCameraTransforms$TransformType,net/minecraft/client/renderer/block/model/ItemCameraTransforms$TransformType,,
class,,bgu,net/minecraft/client/renderer/block/statemap/StateMapperBase,net/minecraft/client/renderer/block/statemap/StateMapperBase,,
class,,bgv,net/minecraft/client/renderer/block/statemap/BlockStateMapper,net/minecraft/client/renderer/block/statemap/BlockStateMapper,,
class,,bgw,net/minecraft/client/renderer/block/statemap/DefaultStateMapper,net/minecraft/client/renderer/block/statemap/DefaultStateMapper,,
class,,bgx,net/minecraft/client/renderer/block/statemap/StateMap,net/minecraft/client/renderer/block/statemap/StateMap,,
class,,bgx$1,net/minecraft/client/renderer/block/statemap/StateMap$1,net/minecraft/client/renderer/block/statemap/StateMap$1,,
class,,bgx$a,net/minecraft/client/renderer/block/statemap/StateMap$Builder,net/minecraft/client/renderer/block/statemap/StateMap$Builder,,
class,,bgy,net/minecraft/client/renderer/block/statemap/IStateMapper,net/minecraft/client/renderer/block/statemap/IStateMapper,,
class,,bh,net/minecraft/command/CommandSetSpawnpoint,net/minecraft/command/CommandSetSpawnpoint,,
class,,bha,net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer,net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer,,
class,,bha$1,net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer$1,net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer$1,,
class,,bha$a,net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer$TimedBannerTexture,net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer$TimedBannerTexture,,
class,,bhb,net/minecraft/client/renderer/tileentity/TileEntityBeaconRenderer,net/minecraft/client/renderer/tileentity/TileEntityBeaconRenderer,,
class,,bhc,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher,,
class,,bhd,net/minecraft/client/renderer/tileentity/TileEntitySpecialRenderer,net/minecraft/client/renderer/tileentity/TileEntitySpecialRenderer,,
class,,bhe,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer,,
class,,bhf,net/minecraft/client/renderer/tileentity/TileEntityEnchantmentTableRenderer,net/minecraft/client/renderer/tileentity/TileEntityEnchantmentTableRenderer,,
class,,bhg,net/minecraft/client/renderer/tileentity/TileEntityEnderChestRenderer,net/minecraft/client/renderer/tileentity/TileEntityEnderChestRenderer,,
class,,bhh,net/minecraft/client/renderer/tileentity/TileEntityMobSpawnerRenderer,net/minecraft/client/renderer/tileentity/TileEntityMobSpawnerRenderer,,
class,,bhi,net/minecraft/client/renderer/tileentity/TileEntityPistonRenderer,net/minecraft/client/renderer/tileentity/TileEntityPistonRenderer,,
class,,bhj,net/minecraft/client/renderer/tileentity/TileEntitySignRenderer,net/minecraft/client/renderer/tileentity/TileEntitySignRenderer,,
class,,bhk,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer,,
class,,bhk$1,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer$1,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer$1,,
class,,bhl,net/minecraft/client/renderer/tileentity/TileEntityEndPortalRenderer,net/minecraft/client/renderer/tileentity/TileEntityEndPortalRenderer,,
class,,bhn,net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator,net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator,,
class,,bhn$a,net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator$Status,net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator$Status,,
class,,bhn$b,net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator$Type,net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator$Type,,
class,,bho,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher,,
class,,bho$1,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$1,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$1,,
class,,bho$2,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$2,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$2,,
class,,bho$3,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$3,net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$3,,
class,,bhp,net/minecraft/client/renderer/chunk/ChunkRenderWorker,net/minecraft/client/renderer/chunk/ChunkRenderWorker,,
class,,bhp$1,net/minecraft/client/renderer/chunk/ChunkRenderWorker$1,net/minecraft/client/renderer/chunk/ChunkRenderWorker$1,,
class,,bhp$2,net/minecraft/client/renderer/chunk/ChunkRenderWorker$2,net/minecraft/client/renderer/chunk/ChunkRenderWorker$2,,
class,,bhq,net/minecraft/client/renderer/chunk/CompiledChunk,net/minecraft/client/renderer/chunk/CompiledChunk,,
class,,bhq$1,net/minecraft/client/renderer/chunk/CompiledChunk$1,net/minecraft/client/renderer/chunk/CompiledChunk$1,,
class,,bhr,net/minecraft/client/renderer/chunk/ListChunkFactory,net/minecraft/client/renderer/chunk/ListChunkFactory,,
class,,bhs,net/minecraft/client/renderer/chunk/ListedRenderChunk,net/minecraft/client/renderer/chunk/ListedRenderChunk,,
class,,bht,net/minecraft/client/renderer/chunk/RenderChunk,net/minecraft/client/renderer/chunk/RenderChunk,,
class,,bhu,net/minecraft/client/renderer/chunk/IRenderChunkFactory,net/minecraft/client/renderer/chunk/IRenderChunkFactory,,
class,,bhv,net/minecraft/client/renderer/chunk/VboChunkFactory,net/minecraft/client/renderer/chunk/VboChunkFactory,,
class,,bhw,net/minecraft/client/renderer/chunk/VisGraph,net/minecraft/client/renderer/chunk/VisGraph,,
class,,bhw$1,net/minecraft/client/renderer/chunk/VisGraph$1,net/minecraft/client/renderer/chunk/VisGraph$1,,
class,,bhx,net/minecraft/client/renderer/chunk/SetVisibility,net/minecraft/client/renderer/chunk/SetVisibility,,
class,,bi,net/minecraft/command/CommandShowSeed,net/minecraft/command/CommandShowSeed,,
class,,bia,net/minecraft/client/renderer/culling/ICamera,net/minecraft/client/renderer/culling/ICamera,,
class,,bib,net/minecraft/client/renderer/culling/ClippingHelperImpl,net/minecraft/client/renderer/culling/ClippingHelperImpl,,
class,,bic,net/minecraft/client/renderer/culling/Frustum,net/minecraft/client/renderer/culling/Frustum,,
class,,bid,net/minecraft/client/renderer/culling/ClippingHelper,net/minecraft/client/renderer/culling/ClippingHelper,,
class,,big,net/minecraft/client/renderer/entity/ArmorStandRenderer,net/minecraft/client/renderer/entity/ArmorStandRenderer,,
class,,big$1,net/minecraft/client/renderer/entity/ArmorStandRenderer$1,net/minecraft/client/renderer/entity/ArmorStandRenderer$1,,
class,,bih,net/minecraft/client/renderer/entity/RenderArrow,net/minecraft/client/renderer/entity/RenderArrow,,
class,,bii,net/minecraft/client/renderer/entity/RenderBat,net/minecraft/client/renderer/entity/RenderBat,,
class,,bij,net/minecraft/client/renderer/entity/RenderBlaze,net/minecraft/client/renderer/entity/RenderBlaze,,
class,,bik,net/minecraft/client/renderer/entity/RenderBoat,net/minecraft/client/renderer/entity/RenderBoat,,
class,,bil,net/minecraft/client/renderer/entity/RenderCaveSpider,net/minecraft/client/renderer/entity/RenderCaveSpider,,
class,,bim,net/minecraft/client/renderer/entity/RenderChicken,net/minecraft/client/renderer/entity/RenderChicken,,
class,,bin,net/minecraft/client/renderer/entity/RenderCow,net/minecraft/client/renderer/entity/RenderCow,,
class,,bio,net/minecraft/client/renderer/entity/RenderCreeper,net/minecraft/client/renderer/entity/RenderCreeper,,
class,,bip,net/minecraft/client/renderer/entity/RenderEntity,net/minecraft/client/renderer/entity/RenderEntity,,
class,,biq,net/minecraft/client/renderer/tileentity/RenderEnderCrystal,net/minecraft/client/renderer/tileentity/RenderEnderCrystal,,
class,,bir,net/minecraft/client/renderer/entity/RenderDragon,net/minecraft/client/renderer/entity/RenderDragon,,
class,,bis,net/minecraft/client/renderer/entity/RenderEnderman,net/minecraft/client/renderer/entity/RenderEnderman,,
class,,bit,net/minecraft/client/renderer/entity/RenderEndermite,net/minecraft/client/renderer/entity/RenderEndermite,,
class,,biu,net/minecraft/client/renderer/entity/RenderManager,net/minecraft/client/renderer/entity/RenderManager,,
class,,biv,net/minecraft/client/renderer/entity/Render,net/minecraft/client/renderer/entity/Render,,
class,,biw,net/minecraft/client/renderer/entity/RenderXPOrb,net/minecraft/client/renderer/entity/RenderXPOrb,,
class,,bix,net/minecraft/client/renderer/entity/RenderFallingBlock,net/minecraft/client/renderer/entity/RenderFallingBlock,,
class,,biy,net/minecraft/client/renderer/entity/RenderFireball,net/minecraft/client/renderer/entity/RenderFireball,,
class,,biz,net/minecraft/client/renderer/entity/RenderFish,net/minecraft/client/renderer/entity/RenderFish,,
class,,bj,net/minecraft/command/CommandSpreadPlayers,net/minecraft/command/CommandSpreadPlayers,,
class,,bj$a,net/minecraft/command/CommandSpreadPlayers$Position,net/minecraft/command/CommandSpreadPlayers$Position,,
class,,bja,net/minecraft/client/renderer/entity/RenderGhast,net/minecraft/client/renderer/entity/RenderGhast,,
class,,bjb,net/minecraft/client/renderer/entity/RenderGiantZombie,net/minecraft/client/renderer/entity/RenderGiantZombie,,
class,,bjb$1,net/minecraft/client/renderer/entity/RenderGiantZombie$1,net/minecraft/client/renderer/entity/RenderGiantZombie$1,,
class,,bjc,net/minecraft/client/renderer/entity/RenderGuardian,net/minecraft/client/renderer/entity/RenderGuardian,,
class,,bjd,net/minecraft/client/renderer/entity/RenderHorse,net/minecraft/client/renderer/entity/RenderHorse,,
class,,bje,net/minecraft/client/renderer/entity/RenderBiped,net/minecraft/client/renderer/entity/RenderBiped,,
class,,bjf,net/minecraft/client/renderer/entity/RenderEntityItem,net/minecraft/client/renderer/entity/RenderEntityItem,,
class,,bjg,net/minecraft/client/renderer/tileentity/RenderItemFrame,net/minecraft/client/renderer/tileentity/RenderItemFrame,,
class,,bjh,net/minecraft/client/renderer/entity/RenderItem,net/minecraft/client/renderer/entity/RenderItem,,
class,,bjh$1,net/minecraft/client/renderer/entity/RenderItem$1,net/minecraft/client/renderer/entity/RenderItem$1,,
class,,bjh$2,net/minecraft/client/renderer/entity/RenderItem$2,net/minecraft/client/renderer/entity/RenderItem$2,,
class,,bjh$3,net/minecraft/client/renderer/entity/RenderItem$3,net/minecraft/client/renderer/entity/RenderItem$3,,
class,,bjh$4,net/minecraft/client/renderer/entity/RenderItem$4,net/minecraft/client/renderer/entity/RenderItem$4,,
class,,bjh$5,net/minecraft/client/renderer/entity/RenderItem$5,net/minecraft/client/renderer/entity/RenderItem$5,,
class,,bjh$6,net/minecraft/client/renderer/entity/RenderItem$6,net/minecraft/client/renderer/entity/RenderItem$6,,
class,,bjh$7,net/minecraft/client/renderer/entity/RenderItem$7,net/minecraft/client/renderer/entity/RenderItem$7,,
class,,bjh$8,net/minecraft/client/renderer/entity/RenderItem$8,net/minecraft/client/renderer/entity/RenderItem$8,,
class,,bjh$9,net/minecraft/client/renderer/entity/RenderItem$9,net/minecraft/client/renderer/entity/RenderItem$9,,
class,,bji,net/minecraft/client/renderer/entity/RenderMagmaCube,net/minecraft/client/renderer/entity/RenderMagmaCube,,
class,,bjj,net/minecraft/client/renderer/entity/RenderLeashKnot,net/minecraft/client/renderer/entity/RenderLeashKnot,,
class,,bjk,net/minecraft/client/renderer/entity/RenderLightningBolt,net/minecraft/client/renderer/entity/RenderLightningBolt,,
class,,bjl,net/minecraft/client/renderer/entity/RendererLivingEntity,net/minecraft/client/renderer/entity/RendererLivingEntity,,
class,,bjl$1,net/minecraft/client/renderer/entity/RendererLivingEntity$1,net/minecraft/client/renderer/entity/RendererLivingEntity$1,,
class,,bjm,net/minecraft/client/renderer/entity/RenderMinecart,net/minecraft/client/renderer/entity/RenderMinecart,,
class,,bjn,net/minecraft/client/renderer/entity/RenderMinecartMobSpawner,net/minecraft/client/renderer/entity/RenderMinecartMobSpawner,,
class,,bjo,net/minecraft/client/renderer/entity/RenderLiving,net/minecraft/client/renderer/entity/RenderLiving,,
class,,bjp,net/minecraft/client/renderer/entity/RenderMooshroom,net/minecraft/client/renderer/entity/RenderMooshroom,,
class,,bjq,net/minecraft/client/renderer/entity/RenderOcelot,net/minecraft/client/renderer/entity/RenderOcelot,,
class,,bjr,net/minecraft/client/renderer/entity/RenderPainting,net/minecraft/client/renderer/entity/RenderPainting,,
class,,bjs,net/minecraft/client/renderer/entity/RenderPig,net/minecraft/client/renderer/entity/RenderPig,,
class,,bjt,net/minecraft/client/renderer/entity/RenderPigZombie,net/minecraft/client/renderer/entity/RenderPigZombie,,
class,,bjt$1,net/minecraft/client/renderer/entity/RenderPigZombie$1,net/minecraft/client/renderer/entity/RenderPigZombie$1,,
class,,bju,net/minecraft/client/renderer/entity/RenderRabbit,net/minecraft/client/renderer/entity/RenderRabbit,,
class,,bjv,net/minecraft/client/renderer/entity/RenderSheep,net/minecraft/client/renderer/entity/RenderSheep,,
class,,bjw,net/minecraft/client/renderer/entity/RenderSilverfish,net/minecraft/client/renderer/entity/RenderSilverfish,,
class,,bjx,net/minecraft/client/renderer/entity/RenderSkeleton,net/minecraft/client/renderer/entity/RenderSkeleton,,
class,,bjx$1,net/minecraft/client/renderer/entity/RenderSkeleton$1,net/minecraft/client/renderer/entity/RenderSkeleton$1,,
class,,bjy,net/minecraft/client/renderer/entity/RenderSlime,net/minecraft/client/renderer/entity/RenderSlime,,
class,,bjz,net/minecraft/client/renderer/entity/RenderSnowMan,net/minecraft/client/renderer/entity/RenderSnowMan,,
class,,bk,net/minecraft/command/CommandStats,net/minecraft/command/CommandStats,,
class,,bka,net/minecraft/client/renderer/entity/RenderSpider,net/minecraft/client/renderer/entity/RenderSpider,,
class,,bkb,net/minecraft/client/renderer/entity/RenderSquid,net/minecraft/client/renderer/entity/RenderSquid,,
class,,bkc,net/minecraft/client/renderer/entity/RenderSnowball,net/minecraft/client/renderer/entity/RenderSnowball,,
class,,bkd,net/minecraft/client/renderer/entity/RenderPotion,net/minecraft/client/renderer/entity/RenderPotion,,
class,,bke,net/minecraft/client/renderer/entity/RenderTntMinecart,net/minecraft/client/renderer/entity/RenderTntMinecart,,
class,,bkf,net/minecraft/client/renderer/entity/RenderTNTPrimed,net/minecraft/client/renderer/entity/RenderTNTPrimed,,
class,,bkg,net/minecraft/client/renderer/entity/RenderIronGolem,net/minecraft/client/renderer/entity/RenderIronGolem,,
class,,bkh,net/minecraft/client/renderer/entity/RenderVillager,net/minecraft/client/renderer/entity/RenderVillager,,
class,,bki,net/minecraft/client/renderer/entity/RenderWitch,net/minecraft/client/renderer/entity/RenderWitch,,
class,,bkj,net/minecraft/client/renderer/entity/RenderWither,net/minecraft/client/renderer/entity/RenderWither,,
class,,bkk,net/minecraft/client/renderer/tileentity/RenderWitherSkull,net/minecraft/client/renderer/tileentity/RenderWitherSkull,,
class,,bkl,net/minecraft/client/renderer/entity/RenderWolf,net/minecraft/client/renderer/entity/RenderWolf,,
class,,bkm,net/minecraft/client/renderer/entity/RenderZombie,net/minecraft/client/renderer/entity/RenderZombie,,
class,,bkm$1,net/minecraft/client/renderer/entity/RenderZombie$1,net/minecraft/client/renderer/entity/RenderZombie$1,,
class,,bkn,net/minecraft/client/renderer/entity/layers/LayerArmorBase,net/minecraft/client/renderer/entity/layers/LayerArmorBase,,
class,,bkn$1,net/minecraft/client/renderer/entity/layers/LayerArmorBase$1,net/minecraft/client/renderer/entity/layers/LayerArmorBase$1,,
class,,bko,net/minecraft/client/renderer/entity/layers/LayerArrow,net/minecraft/client/renderer/entity/layers/LayerArrow,,
class,,bkp,net/minecraft/client/renderer/entity/layers/LayerCape,net/minecraft/client/renderer/entity/layers/LayerCape,,
class,,bkq,net/minecraft/client/renderer/entity/layers/LayerHeldBlock,net/minecraft/client/renderer/entity/layers/LayerHeldBlock,,
class,,bkr,net/minecraft/client/renderer/entity/layers/LayerCreeperCharge,net/minecraft/client/renderer/entity/layers/LayerCreeperCharge,,
class,,bks,net/minecraft/client/renderer/entity/layers/LayerCustomHead,net/minecraft/client/renderer/entity/layers/LayerCustomHead,,
class,,bkt,net/minecraft/client/renderer/entity/layers/LayerDeadmau5Head,net/minecraft/client/renderer/entity/layers/LayerDeadmau5Head,,
class,,bku,net/minecraft/client/renderer/entity/layers/LayerEnderDragonDeath,net/minecraft/client/renderer/entity/layers/LayerEnderDragonDeath,,
class,,bkv,net/minecraft/client/renderer/entity/layers/LayerEnderDragonEyes,net/minecraft/client/renderer/entity/layers/LayerEnderDragonEyes,,
class,,bkw,net/minecraft/client/renderer/entity/layers/LayerEndermanEyes,net/minecraft/client/renderer/entity/layers/LayerEndermanEyes,,
class,,bkx,net/minecraft/client/renderer/entity/layers/LayerBipedArmor,net/minecraft/client/renderer/entity/layers/LayerBipedArmor,,
class,,bky,net/minecraft/client/renderer/entity/layers/LayerHeldItem,net/minecraft/client/renderer/entity/layers/LayerHeldItem,,
class,,bkz,net/minecraft/client/renderer/entity/layers/LayerMooshroomMushroom,net/minecraft/client/renderer/entity/layers/LayerMooshroomMushroom,,
class,,bl,net/minecraft/command/server/CommandStop,net/minecraft/command/server/CommandStop,,
class,,bla,net/minecraft/client/renderer/entity/layers/LayerSaddle,net/minecraft/client/renderer/entity/layers/LayerSaddle,,
class,,blb,net/minecraft/client/renderer/entity/layers/LayerRenderer,net/minecraft/client/renderer/entity/layers/LayerRenderer,,
class,,blc,net/minecraft/client/renderer/entity/layers/LayerSheepWool,net/minecraft/client/renderer/entity/layers/LayerSheepWool,,
class,,bld,net/minecraft/client/renderer/entity/layers/LayerSlimeGel,net/minecraft/client/renderer/entity/layers/LayerSlimeGel,,
class,,ble,net/minecraft/client/renderer/entity/layers/LayerSnowmanHead,net/minecraft/client/renderer/entity/layers/LayerSnowmanHead,,
class,,blf,net/minecraft/client/renderer/entity/layers/LayerSpiderEyes,net/minecraft/client/renderer/entity/layers/LayerSpiderEyes,,
class,,blg,net/minecraft/client/renderer/entity/layers/LayerVillagerArmor,net/minecraft/client/renderer/entity/layers/LayerVillagerArmor,,
class,,blh,net/minecraft/client/renderer/entity/layers/LayerIronGolemFlower,net/minecraft/client/renderer/entity/layers/LayerIronGolemFlower,,
class,,bli,net/minecraft/client/renderer/entity/layers/LayerHeldItemWitch,net/minecraft/client/renderer/entity/layers/LayerHeldItemWitch,,
class,,blj,net/minecraft/client/renderer/entity/layers/LayerWitherAura,net/minecraft/client/renderer/entity/layers/LayerWitherAura,,
class,,blk,net/minecraft/client/renderer/entity/layers/LayerWolfCollar,net/minecraft/client/renderer/entity/layers/LayerWolfCollar,,
class,,bln,net/minecraft/client/renderer/entity/RenderPlayer,net/minecraft/client/renderer/entity/RenderPlayer,,
class,,blo,net/minecraft/client/util/JsonBlendingMode,net/minecraft/client/util/JsonBlendingMode,,
class,,blp,net/minecraft/client/shader/ShaderDefault,net/minecraft/client/shader/ShaderDefault,,
class,,blq,net/minecraft/client/shader/ShaderManager,net/minecraft/client/shader/ShaderManager,,
class,,blr,net/minecraft/client/shader/ShaderGroup,net/minecraft/client/shader/ShaderGroup,,
class,,bls,net/minecraft/client/shader/Shader,net/minecraft/client/shader/Shader,,
class,,blt,net/minecraft/client/shader/ShaderLoader,net/minecraft/client/shader/ShaderLoader,,
class,,blt$a,net/minecraft/client/shader/ShaderLoader$ShaderType,net/minecraft/client/shader/ShaderLoader$ShaderType,,
class,,blu,net/minecraft/client/shader/ShaderLinkHelper,net/minecraft/client/shader/ShaderLinkHelper,,
class,,blv,net/minecraft/client/shader/ShaderUniform,net/minecraft/client/shader/ShaderUniform,,
class,,bly,net/minecraft/client/renderer/texture/AbstractTexture,net/minecraft/client/renderer/texture/AbstractTexture,,
class,,blz,net/minecraft/client/renderer/texture/DynamicTexture,net/minecraft/client/renderer/texture/DynamicTexture,,
class,,bm,net/minecraft/command/server/CommandSummon,net/minecraft/command/server/CommandSummon,,
class,,bma,net/minecraft/client/renderer/ThreadDownloadImageData,net/minecraft/client/renderer/ThreadDownloadImageData,,
class,,bma$1,net/minecraft/client/renderer/ThreadDownloadImageData$1,net/minecraft/client/renderer/ThreadDownloadImageData$1,,
class,,bmb,net/minecraft/client/renderer/texture/IIconCreator,net/minecraft/client/renderer/texture/IIconCreator,,
class,,bmc,net/minecraft/client/renderer/texture/LayeredColorMaskTexture,net/minecraft/client/renderer/texture/LayeredColorMaskTexture,,
class,,bmd,net/minecraft/client/renderer/texture/LayeredTexture,net/minecraft/client/renderer/texture/LayeredTexture,,
class,,bme,net/minecraft/client/renderer/texture/SimpleTexture,net/minecraft/client/renderer/texture/SimpleTexture,,
class,,bmf,net/minecraft/client/renderer/texture/Stitcher,net/minecraft/client/renderer/texture/Stitcher,,
class,,bmf$a,net/minecraft/client/renderer/texture/Stitcher$Holder,net/minecraft/client/renderer/texture/Stitcher$Holder,,
class,,bmf$b,net/minecraft/client/renderer/texture/Stitcher$Slot,net/minecraft/client/renderer/texture/Stitcher$Slot,,
class,,bmg,net/minecraft/client/renderer/StitcherException,net/minecraft/client/renderer/StitcherException,,
class,,bmh,net/minecraft/client/renderer/texture/TextureMap,net/minecraft/client/renderer/texture/TextureMap,,
class,,bmh$1,net/minecraft/client/renderer/texture/TextureMap$1,net/minecraft/client/renderer/texture/TextureMap$1,,
class,,bmh$2,net/minecraft/client/renderer/texture/TextureMap$2,net/minecraft/client/renderer/texture/TextureMap$2,,
class,,bmh$3,net/minecraft/client/renderer/texture/TextureMap$3,net/minecraft/client/renderer/texture/TextureMap$3,,
class,,bmi,net/minecraft/client/renderer/texture/TextureAtlasSprite,net/minecraft/client/renderer/texture/TextureAtlasSprite,,
class,,bmi$1,net/minecraft/client/renderer/texture/TextureAtlasSprite$1,net/minecraft/client/renderer/texture/TextureAtlasSprite$1,,
class,,bmj,net/minecraft/client/renderer/texture/TextureManager,net/minecraft/client/renderer/texture/TextureManager,,
class,,bmj$1,net/minecraft/client/renderer/texture/TextureManager$1,net/minecraft/client/renderer/texture/TextureManager$1,,
class,,bmk,net/minecraft/client/renderer/texture/ITextureObject,net/minecraft/client/renderer/texture/ITextureObject,,
class,,bml,net/minecraft/client/renderer/texture/TextureUtil,net/minecraft/client/renderer/texture/TextureUtil,,
class,,bmm,net/minecraft/client/renderer/texture/ITickable,net/minecraft/client/renderer/texture/ITickable,,
class,,bmn,net/minecraft/client/renderer/texture/ITickableTextureObject,net/minecraft/client/renderer/texture/ITickableTextureObject,,
class,,bmo,net/minecraft/client/renderer/texture/TextureClock,net/minecraft/client/renderer/texture/TextureClock,,
